Date,spx,rates,commodities,credit
2016-07-29,0.3267292967310098,0.38253650558357366,0.2506063541177168,0.04012784356769972
2016-08-31,0.2739517091007137,0.43300579172890025,0.2240438019490483,0.06899869722133782
2016-09-30,0.21361677736052168,0.4512077854867116,0.2453955585123719,0.0897798786403948
2016-10-31,0.25001458727960857,0.444920334063641,0.22501098914685733,0.08005408950989325
2016-11-30,0.264010104049037,0.42369138790266664,0.2549396728726701,0.05735883517562626
2016-12-30,0.21634801040937054,0.34118638622685815,0.3891576109944631,0.05330799236930822
2017-01-31,0.26635922010325697,0.2220030107279984,0.43800124607102137,0.07363652309772328
2017-02-28,0.2725985765996364,0.05122795073917835,0.41541858789763186,0.2607548847635534
2017-03-31,0.44457666668779516,0.14591949027678552,0.11898365505585465,0.29052018797956464
2017-04-28,0.29445814434822426,0.02769964844760395,0.3510062550113116,0.32683595219286027
2017-05-31,0.3255880589466311,0.027025377109907184,0.29912334835184257,0.34826321559161916
2017-06-30,0.3135274212948011,0.02862160370661071,0.3605277599191493,0.2973232150794389
2017-07-31,0.30598883206932326,0.02587825643185157,0.3344888175317487,0.33364409396707645
2017-08-31,0.34067444544135694,0.03982174643949549,0.37284971145677903,0.24665409666236854
2017-09-29,0.35454702541706207,0.3833340910681684,0.2035102072652097,0.05860867624955984
2017-10-31,0.36169415006543965,0.3451344720829042,0.2574568068799078,0.03571457097174826
2017-11-30,0.2916732338764811,0.3998005030183762,0.26604876326227955,0.04247749984286317
2017-12-29,0.26896216796467126,0.4278466487823699,0.2414403202650443,0.06175086298791452
2018-01-31,0.32602846895660476,0.3302768495641653,0.3185777449393363,0.02511693653989358
2018-02-28,0.22861740177388212,0.04653398592768965,0.34889810224046036,0.37595051005796787
2018-03-30,0.21166836521052035,0.05404372987676867,0.357489555024009,0.376798349888702
2018-04-30,0.4253148447636872,0.06979306420934955,0.29869644670698814,0.20619564431997517
2018-05-31,0.36129968059734135,0.10182688451066862,0.1410057874392887,0.3958676474527013
2018-06-29,0.29690239550722597,0.06213789196257877,0.22029708983014046,0.42066262270005483
2018-07-31,0.37049536466977917,0.04725901739162133,0.22595076653914808,0.3562948513994515
2018-08-31,0.0446394478008659,0.3360817547444885,0.23614361878227008,0.38313517867237556
2018-09-28,0.29646660540051967,0.04653283564761926,0.2522855175942738,0.4047150413575873
2018-10-31,0.028862303173866566,0.3548659692484421,0.28762135405710393,0.3286503735205874
2018-11-30,0.3185469897774784,0.04150314843987596,0.25091918827902776,0.3890306735036178
2018-12-31,0.4618956013778592,0.11197981275276173,0.23333411602077775,0.19279046984860135
2019-01-31,0.321787753901377,0.027089144896124767,0.3504430016052019,0.3006800995972963
2019-02-28,0.31885197643506247,0.025760780201521925,0.34189890142402124,0.3134883419393945
2019-03-29,0.32094593206174377,0.0269601581425922,0.3500638757001245,0.3020300340955395
2019-04-30,0.34593069476560284,0.027573178538290694,0.29296289805822984,0.33353322863787666
2019-05-31,0.3335133451337464,0.025207979318393803,0.31797132913700793,0.3233073464108519
2019-06-28,0.40219333356801823,0.17645964065032196,0.3445313845074792,0.07681564127418064
2019-07-31,0.34650066969092225,0.02620395309112153,0.3129792551299701,0.31431612208798615
2019-08-30,0.43242988131278354,0.09986539147624503,0.15916151608932866,0.3085432111216429
2019-09-30,0.29852496457976435,0.4267750685972491,0.20260276289324713,0.07209720392973937
2019-10-31,0.26106721698354823,0.44126465293198536,0.22068897599231385,0.07697915409215253
2019-11-29,0.24324413209797832,0.45593824208452527,0.20143326588737598,0.09938435993012038
2019-12-31,0.33616763524703486,0.3595946786560389,0.03190506830972792,0.2723326177871983
2020-01-31,0.30712629536110353,0.09275035361254227,0.16872852589176163,0.43139482513459254
2020-02-28,0.21963244491437903,0.10703387888934623,0.21193468875235294,0.46139898744392177
2020-03-31,0.34752564727167423,0.4080420306624881,0.13552115381736413,0.10891116824847355
2020-04-30,0.4580000784228883,0.22683360600246033,0.2151050671614866,0.10006124841316472
2020-05-29,0.24534001137126124,0.4563709391138434,0.1968187642503236,0.10147028526457175
2020-06-30,0.40204300851772634,0.20701326207451054,0.33072797148960176,0.06021575791816139
2020-07-31,0.2647752157893468,0.4444451550597939,0.20697793389654937,0.08380169525430992
2020-08-31,0.2203960403560453,0.46489294649566204,0.19784391723414602,0.11686709591414662
2020-09-30,0.2139072847693701,0.4672210013286902,0.1955511201829569,0.12332059371898285
2020-10-30,0.20133869682581068,0.465512825238093,0.21539321337229028,0.117755264563806
2020-11-30,0.24587125525971262,0.44011214304292373,0.24080989484425558,0.07320670685310819
2020-12-31,0.23374127153779645,0.4468380086613095,0.23776807533085467,0.08165264447003942
2021-01-29,0.1947591506889405,0.4693009330793694,0.2060336795240202,0.1299062367076699
2021-02-26,0.2282224475513767,0.46462208652023385,0.18799132785342745,0.11916413807496204
2021-03-31,0.17817048576813196,0.4743632821942897,0.18730447011137022,0.16016176192620812
2021-04-30,0.20760625548354794,0.4451763142700056,0.2628771864991801,0.08434024374726634
2021-05-31,0.23798454727084845,0.13760848516009153,0.4654764910262482,0.15893047654281187
2021-06-30,0.30187601283644827,0.03382557308474851,0.3800058262558188,0.2842925878229844
2021-07-30,0.2388618047119929,0.4633644388949789,0.17538055686769768,0.12239319952533051
2021-08-31,0.21865933471904336,0.4614400662413284,0.2128320731968917,0.10706852584273652
2021-09-30,0.22505322610653297,0.46840370122171276,0.13802866260219412,0.16851441006956028
2021-10-29,0.363497017665579,0.383111069161949,0.0697218571935501,0.18367005597892197
2021-11-30,0.23639947423096097,0.46611078808992656,0.15602325455753055,0.14146648312158194
2021-12-31,0.22241068772290054,0.4560809379409545,0.22532913064226484,0.09617924369388017
2022-01-31,0.2091856579260175,0.459603702843168,0.2274743469274061,0.10373629230340839
2022-02-28,0.09075877335077978,0.4103512014486965,0.34007918912099677,0.1588108360795269
2022-03-31,0.3958188231933977,0.3115056873407841,0.04396051363851167,0.2487149758273066
2022-04-29,0.13562589417360704,0.30478850063969165,0.12224667928126337,0.437338925905438
2022-05-31,0.18432968956075335,0.10381587163332673,0.25749841437210697,0.45435602443381296
2022-06-30,0.3040781696627346,0.07098582880426904,0.20128127530543521,0.4236547262275612
2022-07-29,0.41925220605603636,0.0793609127548002,0.18092585883351714,0.32046102235564633
2022-08-31,0.07142504516783516,0.3296898818893821,0.18905372497833992,0.40983134796444287
2022-09-30,0.03725820704104248,0.3899625471686097,0.28761551232265165,0.2851637334676961
2022-10-31,0.4606681962310458,0.11146145085928916,0.18819961250087697,0.23967074040878805
2022-11-30,0.38875477152917504,0.06421728391929754,0.19405932483713756,0.3529686197143899
2022-12-30,0.3753350569200202,0.07611728315437766,0.17333452481581074,0.3752131351097914
2023-01-31,0.38176255655391755,0.06993901887141268,0.1831813529710119,0.36511707160365786
2023-02-28,0.3370314214474923,0.055232310000782964,0.2139027886352403,0.39383347991648443
2023-03-31,0.2893900804458566,0.07419719727934201,0.2047656702041661,0.43164705207063525
2023-04-28,0.2963170192218464,0.05923559964140529,0.22596582250659858,0.41848155863014974
2023-05-31,0.1283045877908907,0.2318383229248544,0.1740169662435283,0.46584012304072664
2023-06-30,0.37910294014168094,0.03362794496271208,0.2834459501243499,0.3038231647712572
2023-07-31,0.32402465759099697,0.025651221768250215,0.3112102656105734,0.33911385503017943
2023-08-31,0.35660429093985846,0.030715066623710263,0.2771754488764521,0.33550519355997915
2023-09-29,0.45595472982148266,0.10170142358276438,0.1944505322029657,0.24789331439278725
2023-10-31,0.23003924500847692,0.05954420996851237,0.2892893863940204,0.42112715862899036
2023-11-30,0.34245171446859635,0.06848917244871502,0.18955161323436376,0.3995074998483249
2023-12-29,0.38392542476801056,0.05127657896498114,0.21925791652756021,0.3455400797394481
2024-01-31,0.40218863294886176,0.05323440277522873,0.22418252160338145,0.32039444267252803
2024-02-29,0.417404033366843,0.07565523475772036,0.18618104447567663,0.3207596873997601
2024-03-29,0.28873633857928255,0.028413691355235415,0.3509630172769853,0.33188695278849667
2024-04-30,0.3061322829525587,0.025934792309716265,0.32931802673089433,0.33861489800683076
