Date,SPX_Price,Z1_Mom,Z5_Vol,Future_Return,Model_Prediction,Model_Confidence,Meta_Strategy_Ret,Cumulative_Meta,Drawdown_Meta,Comment
2024-07-31,5522.3,0.20338813151563762,-0.041708315887680314,0.022834688445031892,1,0.7005058611838793,0.022834688445031892,1.3996562939878388,0.0,Trade Accepted
2024-08-30,5648.4,0.2530670015041063,-0.040318162070312004,0.020196869910062976,1,0.6580697978492096,0.020196869910062976,1.427924970076312,0.0,Trade Accepted
2024-09-30,5762.48,0.34384627044927174,-0.034115218153664334,-0.009896780552817508,0,0.42297722294045825,0.0,1.427924970076312,0.0,Blocked by Model (Risk Check)
2024-10-31,5705.45,0.3604487576899231,-0.03273835076113748,0.057301352215863854,0,0.45029363691863694,0.0,1.427924970076312,0.0,Blocked by Model (Risk Check)
2024-11-29,6032.38,0.32063137615482296,-0.028160079203034625,-0.024990136563014964,1,0.5110925463425463,-0.024990136563014964,1.392240930072366,-0.024990136563014888,Trade Accepted
2024-12-31,5881.63,0.23309006819949563,-0.030582033328647257,0.027016320305765618,1,0.6777378282622092,0.027016320305765618,1.429854156981998,0.0,Trade Accepted
2025-01-31,6040.53,0.24658817702475422,-0.03067949008933549,-0.014242127760312417,1,0.709608776027894,-0.014242127760312417,1.4094899913996466,-0.014242127760312426,Trade Accepted
2025-02-28,5954.5,0.16840355789626527,-0.030182691667993877,-0.05754471408178685,1,0.7156608426403317,-0.05754471408178685,1.3283812928434138,-0.07096728267221578,Trade Accepted
2025-03-31,5611.85,0.06803886303729301,-0.03580552836035162,-0.007624936518260461,1,0.6765600561718982,-0.007624936518260461,1.318252469813438,-0.0780510981652272,Trade Accepted
2025-04-30,5569.06,0.10591795761851919,-0.032916542647464894,0.06152384783069298,1,0.6622587910455556,0.06152384783069298,1.399356434168675,-0.02132925422107014,Trade Accepted
2025-05-30,5911.69,0.12016651792227773,-0.03456417057341892,0.04960679602617879,1,0.6509974896534493,0.04960679602617879,1.4687740233664015,0.0,Trade Accepted
2025-06-30,6204.95,0.13633783110642295,-0.035779122055189225,0.021666572655702376,1,0.5307071910418589,0.021666572655702376,1.5005973224584779,0.0,Trade Accepted
2025-07-31,6339.39,0.14796189993299902,-0.035904312379308904,0.01906650324400294,1,0.597372724639668,0.01906650324400294,1.5292084661750747,0.0,Trade Accepted
2025-08-29,6460.26,0.14373273847461232,-0.035818784169335864,0.03532365570425955,1,0.5675389383279407,0.03532365570425955,1.583225699534282,0.0,Trade Accepted
2025-09-30,6688.46,0.16069123016479026,-0.036401068780442525,0.022686836730727133,1,0.5714963223051458,0.022686836730727133,1.6191440824875074,0.0,Trade Accepted
2025-10-31,6840.2,0.1988887817788254,-0.03573890492010561,0.001299669600304032,1,0.5399679341985845,0.001299669600304032,1.6212484348300287,0.0,Trade Accepted
2025-11-28,6849.09,0.13538769109373083,-0.03340969372991214,-0.0005241572238063874,1,0.6437322589691008,-0.0005241572238063874,1.6203986457513277,-0.0005241572238063663,Trade Accepted
